# gt_conf,pred_conf,out_dev
1.818181818181818232e-01,0.000000000000000000e+00,1.818181818181818232e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.454545454545454281e-02,0.000000000000000000e+00,5.454545454545454281e-02
1.395348837209302306e-01,0.000000000000000000e+00,1.395348837209302306e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e-02,0.000000000000000000e+00,1.562500000000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.045751633986928136e-01,6.535947712418300852e-03,1.111111111111111049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.174603174603174427e-02,0.000000000000000000e+00,3.174603174603174427e-02
1.333333333333333419e-02,0.000000000000000000e+00,1.333333333333333419e-02
6.190476190476190688e-01,4.761904761904761640e-02,5.714285714285713969e-01
1.386138613861386260e-01,0.000000000000000000e+00,1.386138613861386260e-01
1.785714285714285615e-02,0.000000000000000000e+00,1.785714285714285615e-02
5.000000000000000278e-02,0.000000000000000000e+00,5.000000000000000278e-02
3.214285714285714524e-01,7.142857142857142461e-02,3.214285714285714524e-01
6.666666666666666574e-02,0.000000000000000000e+00,6.666666666666666574e-02
1.282051282051282007e-02,1.282051282051282007e-02,0.000000000000000000e+00
1.304347826086956486e-01,0.000000000000000000e+00,1.304347826086956486e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.061855670103092744e-02,0.000000000000000000e+00,2.061855670103092744e-02
1.086956521739130405e-02,0.000000000000000000e+00,1.086956521739130405e-02
4.545454545454545581e-02,0.000000000000000000e+00,4.545454545454545581e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.347826086956521618e-02,0.000000000000000000e+00,4.347826086956521618e-02
7.692307692307692735e-02,0.000000000000000000e+00,7.692307692307692735e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.136363636363636395e-02,0.000000000000000000e+00,1.136363636363636395e-02
2.836879432624113406e-02,0.000000000000000000e+00,2.836879432624113406e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.333333333333333315e-01,0.000000000000000000e+00,1.333333333333333315e-01
1.176470588235294101e-01,0.000000000000000000e+00,1.176470588235294101e-01
2.941176470588235253e-02,0.000000000000000000e+00,2.941176470588235253e-02
3.703703703703703498e-02,0.000000000000000000e+00,3.703703703703703498e-02
1.666666666666666574e-01,0.000000000000000000e+00,1.666666666666666574e-01
5.555555555555555247e-02,0.000000000000000000e+00,5.555555555555555247e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01
1.034482758620689641e-01,0.000000000000000000e+00,1.034482758620689641e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.681818181818181629e-02,0.000000000000000000e+00,5.681818181818181629e-02
2.380952380952380820e-02,0.000000000000000000e+00,2.380952380952380820e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.292682926829268220e-01,4.878048780487804874e-03,4.341463414634146312e-01
2.173913043478260809e-02,7.246376811594202987e-03,2.898550724637681195e-02
3.496503496503496761e-02,0.000000000000000000e+00,3.496503496503496761e-02
1.071428571428571369e-01,0.000000000000000000e+00,1.071428571428571369e-01
1.111111111111111154e-02,0.000000000000000000e+00,1.111111111111111154e-02
4.210526315789473589e-02,1.052631578947368397e-02,3.157894736842105365e-02
2.985074626865671585e-02,0.000000000000000000e+00,2.985074626865671585e-02
9.473684210526316096e-02,1.052631578947368397e-02,8.421052631578947179e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.454545454545454475e-01,1.818181818181818094e-02,1.636363636363636354e-01
1.020408163265306041e-02,0.000000000000000000e+00,1.020408163265306041e-02
2.727272727272727071e-01,0.000000000000000000e+00,2.727272727272727071e-01
4.347826086956521618e-02,0.000000000000000000e+00,4.347826086956521618e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.882352941176470507e-02,0.000000000000000000e+00,5.882352941176470507e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.894736842105262720e-02,0.000000000000000000e+00,7.894736842105262720e-02
4.081632653061224164e-02,0.000000000000000000e+00,4.081632653061224164e-02
2.352941176470588203e-01,0.000000000000000000e+00,2.352941176470588203e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.666666666666666644e-02,1.666666666666666644e-02
7.894736842105262720e-02,0.000000000000000000e+00,7.894736842105262720e-02
3.488372093023255766e-02,0.000000000000000000e+00,3.488372093023255766e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.363636363636363535e-01,0.000000000000000000e+00,1.363636363636363535e-01
8.846153846153845812e-01,0.000000000000000000e+00,8.846153846153845812e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.382978723404254817e-02,0.000000000000000000e+00,6.382978723404254817e-02
6.666666666666666574e-02,1.666666666666666644e-02,5.000000000000000278e-02
1.203007518796992414e-01,0.000000000000000000e+00,1.203007518796992414e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.219512195121951262e-02,0.000000000000000000e+00,1.219512195121951262e-02
7.608695652173913526e-02,0.000000000000000000e+00,7.608695652173913526e-02
4.065934065934065922e-01,0.000000000000000000e+00,4.065934065934065922e-01
2.325581395348837177e-02,0.000000000000000000e+00,2.325581395348837177e-02
3.773584905660377214e-02,0.000000000000000000e+00,3.773584905660377214e-02
2.682926829268292845e-01,2.439024390243902524e-02,2.439024390243902385e-01
1.562500000000000000e-02,1.562500000000000000e-02,0.000000000000000000e+00
5.263157894736841813e-02,0.000000000000000000e+00,5.263157894736841813e-02
7.407407407407406996e-02,0.000000000000000000e+00,7.407407407407406996e-02
1.057692307692307682e-01,0.000000000000000000e+00,1.057692307692307682e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.633663366336633727e-01,0.000000000000000000e+00,1.633663366336633727e-01
5.882352941176470507e-02,0.000000000000000000e+00,5.882352941176470507e-02
3.846153846153846367e-02,3.846153846153846367e-02,0.000000000000000000e+00
1.470588235294117627e-02,0.000000000000000000e+00,1.470588235294117627e-02
2.439024390243902524e-02,0.000000000000000000e+00,2.439024390243902524e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.818181818181818232e-01,0.000000000000000000e+00,1.818181818181818232e-01
3.448275862068965469e-02,3.448275862068965469e-02,6.896551724137930939e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.571428571428571230e-02,0.000000000000000000e+00,3.571428571428571230e-02
6.250000000000000000e-02,0.000000000000000000e+00,6.250000000000000000e-02
3.749999999999999861e-02,1.250000000000000069e-02,5.000000000000000278e-02
1.111111111111111154e-02,2.222222222222222307e-02,3.333333333333333287e-02
6.363636363636363535e-01,0.000000000000000000e+00,6.363636363636363535e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.468085106382978511e-01,7.092198581560283516e-03,4.397163120567376127e-01
1.034482758620689641e-01,0.000000000000000000e+00,1.034482758620689641e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.463414634146341375e-01,0.000000000000000000e+00,1.463414634146341375e-01
6.666666666666666574e-02,0.000000000000000000e+00,6.666666666666666574e-02
1.826923076923076816e-01,0.000000000000000000e+00,1.826923076923076816e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.347826086956521618e-02,1.449275362318840597e-02,2.898550724637681195e-02
3.846153846153846367e-02,0.000000000000000000e+00,3.846153846153846367e-02
3.448275862068965469e-02,0.000000000000000000e+00,3.448275862068965469e-02
9.090909090909091161e-02,0.000000000000000000e+00,9.090909090909091161e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,0.000000000000000000e+00,5.000000000000000278e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.857142857142857054e-02,0.000000000000000000e+00,2.857142857142857054e-02
2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01
5.405405405405405705e-02,0.000000000000000000e+00,5.405405405405405705e-02
1.546391752577319645e-02,5.154639175257731860e-03,2.061855670103092744e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.777777777777777901e-01,0.000000000000000000e+00,2.777777777777777901e-01
1.884057971014492794e-01,0.000000000000000000e+00,1.884057971014492794e-01
3.738317757009345516e-02,0.000000000000000000e+00,3.738317757009345516e-02
2.391304347826087029e-01,2.173913043478260809e-02,2.608695652173912971e-01
1.025641025641025605e-01,0.000000000000000000e+00,1.025641025641025605e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.307692307692307820e-02,0.000000000000000000e+00,2.307692307692307820e-02
7.142857142857142461e-02,0.000000000000000000e+00,7.142857142857142461e-02
7.575757575757575968e-03,0.000000000000000000e+00,7.575757575757575968e-03
1.034482758620689641e-01,0.000000000000000000e+00,1.034482758620689641e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.695652173913043237e-02,0.000000000000000000e+00,8.695652173913043237e-02
2.272727272727272790e-02,0.000000000000000000e+00,2.272727272727272790e-02
2.586206896551724102e-02,0.000000000000000000e+00,2.586206896551724102e-02
5.128205128205128027e-02,0.000000000000000000e+00,5.128205128205128027e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.122448979591836593e-02,0.000000000000000000e+00,6.122448979591836593e-02
8.695652173913043237e-02,0.000000000000000000e+00,8.695652173913043237e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.238805970149253602e-02,0.000000000000000000e+00,2.238805970149253602e-02
1.034482758620689641e-01,0.000000000000000000e+00,1.034482758620689641e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.943089430894309022e-02,0.000000000000000000e+00,8.943089430894309022e-02
3.478260869565217434e-02,0.000000000000000000e+00,3.478260869565217434e-02
2.954545454545454697e-01,0.000000000000000000e+00,2.954545454545454697e-01
1.933333333333333293e-01,0.000000000000000000e+00,1.933333333333333293e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,0.000000000000000000e+00,8.000000000000000167e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.033898305084745894e-01,0.000000000000000000e+00,2.033898305084745894e-01
5.128205128205128027e-02,0.000000000000000000e+00,5.128205128205128027e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.974358974358974395e-02,0.000000000000000000e+00,8.974358974358974395e-02
2.857142857142857054e-02,0.000000000000000000e+00,2.857142857142857054e-02
4.444444444444444614e-02,0.000000000000000000e+00,4.444444444444444614e-02
2.717391304347826012e-02,0.000000000000000000e+00,2.717391304347826012e-02
1.388888888888888951e-01,0.000000000000000000e+00,1.388888888888888951e-01
4.615384615384615641e-01,7.692307692307692735e-02,3.846153846153846367e-01
2.597402597402597574e-02,0.000000000000000000e+00,2.597402597402597574e-02
8.196721311475409222e-02,0.000000000000000000e+00,8.196721311475409222e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.580645161290322578e-02,0.000000000000000000e+00,2.580645161290322578e-02
1.600000000000000033e-01,0.000000000000000000e+00,1.600000000000000033e-01
5.555555555555555247e-02,0.000000000000000000e+00,5.555555555555555247e-02
9.375000000000000000e-02,0.000000000000000000e+00,9.375000000000000000e-02
3.225806451612903136e-02,0.000000000000000000e+00,3.225806451612903136e-02
1.666666666666666644e-02,0.000000000000000000e+00,1.666666666666666644e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.538461538461538547e-01,0.000000000000000000e+00,1.538461538461538547e-01
8.860759493670886111e-02,1.265822784810126563e-02,7.594936708860759722e-02
1.069182389937106958e-01,0.000000000000000000e+00,1.069182389937106958e-01
1.810344827586206906e-01,0.000000000000000000e+00,1.810344827586206906e-01
1.851851851851851749e-02,0.000000000000000000e+00,1.851851851851851749e-02
5.000000000000000278e-02,0.000000000000000000e+00,5.000000000000000278e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.896551724137930939e-02,0.000000000000000000e+00,6.896551724137930939e-02
2.000000000000000111e-01,1.818181818181818094e-02,1.818181818181818232e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.285714285714285476e-01,0.000000000000000000e+00,4.285714285714285476e-01
1.578947368421052544e-01,0.000000000000000000e+00,1.578947368421052544e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666741e-01,0.000000000000000000e+00,4.666666666666666741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.402515723270439968e-02,0.000000000000000000e+00,4.402515723270439968e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00,9.677419354838709409e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444614e-02,0.000000000000000000e+00,4.444444444444444614e-02
2.692307692307692180e-01,0.000000000000000000e+00,2.692307692307692180e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.578947368421052544e-01,0.000000000000000000e+00,1.578947368421052544e-01
3.030303030303030387e-02,0.000000000000000000e+00,3.030303030303030387e-02
1.379310344827586188e-01,0.000000000000000000e+00,1.379310344827586188e-01
5.357142857142856984e-01,0.000000000000000000e+00,5.357142857142856984e-01
2.325581395348837177e-02,0.000000000000000000e+00,2.325581395348837177e-02
2.777777777777777624e-02,0.000000000000000000e+00,2.777777777777777624e-02
7.964601769911504314e-02,0.000000000000000000e+00,7.964601769911504314e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,0.000000000000000000e+00,4.000000000000000083e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.592592592592592449e-01,0.000000000000000000e+00,2.592592592592592449e-01
2.283105022831050102e-02,4.566210045662100203e-03,2.739726027397260122e-02
2.711864406779661008e-01,0.000000000000000000e+00,2.711864406779661008e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.539823008849557473e-02,0.000000000000000000e+00,3.539823008849557473e-02
1.117021276595744628e-01,0.000000000000000000e+00,1.117021276595744628e-01
4.411764705882353227e-02,0.000000000000000000e+00,4.411764705882353227e-02
4.186046511627907196e-01,0.000000000000000000e+00,4.186046511627907196e-01
2.884615384615384776e-02,0.000000000000000000e+00,2.884615384615384776e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.380952380952380820e-02,0.000000000000000000e+00,2.380952380952380820e-02
1.395348837209302306e-01,2.325581395348837177e-02,1.162790697674418589e-01
2.777777777777777901e-01,0.000000000000000000e+00,2.777777777777777901e-01
5.342465753424657793e-01,0.000000000000000000e+00,5.342465753424657793e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.263157894736841813e-02,0.000000000000000000e+00,5.263157894736841813e-02
5.177111716621253523e-02,0.000000000000000000e+00,5.177111716621253523e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.714285714285714107e-02,0.000000000000000000e+00,5.714285714285714107e-02
5.813953488372092943e-02,0.000000000000000000e+00,5.813953488372092943e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.109589041095890183e-02,0.000000000000000000e+00,4.109589041095890183e-02
5.263157894736841813e-02,0.000000000000000000e+00,5.263157894736841813e-02
3.414634146341463672e-01,0.000000000000000000e+00,3.414634146341463672e-01
8.000000000000000167e-02,0.000000000000000000e+00,8.000000000000000167e-02
2.702702702702702853e-02,0.000000000000000000e+00,2.702702702702702853e-02
2.127659574468085055e-02,0.000000000000000000e+00,2.127659574468085055e-02
7.692307692307692735e-02,0.000000000000000000e+00,7.692307692307692735e-02
1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000056e-01
8.888888888888889228e-02,0.000000000000000000e+00,8.888888888888889228e-02
4.444444444444444614e-02,0.000000000000000000e+00,4.444444444444444614e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.773584905660377214e-02,0.000000000000000000e+00,3.773584905660377214e-02
3.289473684210526133e-02,1.315789473684210453e-02,3.289473684210526133e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.777777777777777624e-02,0.000000000000000000e+00,2.777777777777777624e-02
2.123893805309734484e-01,0.000000000000000000e+00,2.123893805309734484e-01
1.360946745562130189e-01,0.000000000000000000e+00,1.360946745562130189e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00,3.225806451612903136e-02
1.168831168831168804e-01,0.000000000000000000e+00,1.168831168831168804e-01
3.225806451612903136e-01,0.000000000000000000e+00,3.225806451612903136e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.060606060606060774e-02,0.000000000000000000e+00,6.060606060606060774e-02
1.785714285714285615e-02,0.000000000000000000e+00,1.785714285714285615e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.315789473684210176e-01,1.315789473684210453e-02,6.184210526315789824e-01
1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.525547445255474477e-01,7.299270072992700489e-03,4.452554744525547559e-01
2.421052631578947401e-01,1.052631578947368397e-02,2.315789473684210509e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01
3.389830508474576259e-02,0.000000000000000000e+00,3.389830508474576259e-02
1.000000000000000056e-01,2.500000000000000139e-02,7.499999999999999722e-02
1.801801801801801786e-02,4.504504504504504465e-03,2.252252252252252146e-02
4.594594594594594850e-01,0.000000000000000000e+00,4.594594594594594850e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01
3.921568627450980338e-02,0.000000000000000000e+00,3.921568627450980338e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01
1.764705882352941291e-01,0.000000000000000000e+00,1.764705882352941291e-01
2.112676056338028130e-01,0.000000000000000000e+00,2.112676056338028130e-01
3.593750000000000000e-01,0.000000000000000000e+00,3.593750000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,0.000000000000000000e+00,5.000000000000000278e-02
2.941176470588235253e-02,0.000000000000000000e+00,2.941176470588235253e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.771929824561403022e-03,0.000000000000000000e+00,8.771929824561403022e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.758620689655172376e-01,0.000000000000000000e+00,2.758620689655172376e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.346153846153846090e-01,0.000000000000000000e+00,1.346153846153846090e-01
3.333333333333333287e-02,0.000000000000000000e+00,3.333333333333333287e-02
3.076923076923077094e-01,0.000000000000000000e+00,3.076923076923077094e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000067e-01,0.000000000000000000e+00,3.200000000000000067e-01
9.523809523809523281e-02,0.000000000000000000e+00,9.523809523809523281e-02
4.400000000000000022e-01,0.000000000000000000e+00,4.400000000000000022e-01
4.958677685950413361e-02,0.000000000000000000e+00,4.958677685950413361e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.201680672268907901e-02,0.000000000000000000e+00,4.201680672268907901e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333332871e-02,0.000000000000000000e+00,8.333333333333332871e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.220883534136545878e-02,0.000000000000000000e+00,5.220883534136545878e-02
1.282051282051282007e-02,0.000000000000000000e+00,1.282051282051282007e-02
6.666666666666666574e-02,0.000000000000000000e+00,6.666666666666666574e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.127659574468085055e-02,0.000000000000000000e+00,2.127659574468085055e-02
7.894736842105262720e-02,0.000000000000000000e+00,7.894736842105262720e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.025641025641025605e-01,0.000000000000000000e+00,1.025641025641025605e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01
7.407407407407406996e-02,0.000000000000000000e+00,7.407407407407406996e-02
1.304347826086956486e-01,0.000000000000000000e+00,1.304347826086956486e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.282051282051281937e-01,0.000000000000000000e+00,1.282051282051281937e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.976744186046511531e-02,0.000000000000000000e+00,6.976744186046511531e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.411764705882352811e-02,0.000000000000000000e+00,9.411764705882352811e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.692307692307692735e-02,0.000000000000000000e+00,7.692307692307692735e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666666574e-02,1.212121212121212120e-02,7.878787878787878174e-02
